ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
55,57,111,116,130,10.26136529,56.24203279,08/08/2014 18:05
53,60,114,111,129,10.26136529,56.24203279,08/08/2014 18:10
50,55,118,113,131,10.26136529,56.24203279,08/08/2014 18:15
48,55,120,115,133,10.26136529,56.24203279,08/08/2014 18:20
51,60,116,119,135,10.26136529,56.24203279,08/08/2014 18:25
47,62,116,124,138,10.26136529,56.24203279,08/08/2014 18:30
42,60,120,124,141,10.26136529,56.24203279,08/08/2014 18:35
38,63,118,123,137,10.26136529,56.24203279,08/08/2014 18:40
36,63,114,126,134,10.26136529,56.24203279,08/08/2014 18:45
39,64,118,126,130,10.26136529,56.24203279,08/08/2014 18:50
35,63,113,126,126,10.26136529,56.24203279,08/08/2014 18:55
32,62,116,130,121,10.26136529,56.24203279,08/08/2014 19:00
30,57,117,130,126,10.26136529,56.24203279,08/08/2014 19:05
27,61,116,131,126,10.26136529,56.24203279,08/08/2014 19:10
31,65,112,130,129,10.26136529,56.24203279,08/08/2014 19:15
26,70,110,130,127,10.26136529,56.24203279,08/08/2014 19:20
22,72,115,127,130,10.26136529,56.24203279,08/08/2014 19:25
22,70,115,123,135,10.26136529,56.24203279,08/08/2014 19:30
20,74,116,124,134,10.26136529,56.24203279,08/08/2014 19:35
16,71,113,120,135,10.26136529,56.24203279,08/08/2014 19:40
18,71,112,116,139,10.26136529,56.24203279,08/08/2014 19:45
24,71,107,118,144,10.26136529,56.24203279,08/08/2014 19:50
20,67,108,114,144,10.26136529,56.24203279,08/08/2014 19:55
18,70,109,115,143,10.26136529,56.24203279,08/08/2014 20:00
21,75,106,120,141,10.26136529,56.24203279,08/08/2014 20:05
17,71,104,119,139,10.26136529,56.24203279,08/08/2014 20:10
19,76,105,114,134,10.26136529,56.24203279,08/08/2014 20:15
27,76,105,117,130,10.26136529,56.24203279,08/08/2014 20:20
25,76,104,121,135,10.26136529,56.24203279,08/08/2014 20:25
21,74,107,120,137,10.26136529,56.24203279,08/08/2014 20:30
17,73,110,116,133,10.26136529,56.24203279,08/08/2014 20:35
23,73,115,120,135,10.26136529,56.24203279,08/08/2014 20:40
26,68,114,121,130,10.26136529,56.24203279,08/08/2014 20:45
30,67,111,120,130,10.26136529,56.24203279,08/08/2014 20:50
25,67,111,123,131,10.26136529,56.24203279,08/08/2014 20:55
30,65,106,126,130,10.26136529,56.24203279,08/08/2014 21:00
31,61,101,128,129,10.26136529,56.24203279,08/08/2014 21:05
32,63,102,126,130,10.26136529,56.24203279,08/08/2014 21:10
28,67,103,130,135,10.26136529,56.24203279,08/08/2014 21:15
33,66,102,128,139,10.26136529,56.24203279,08/08/2014 21:20
33,67,103,126,135,10.26136529,56.24203279,08/08/2014 21:25
36,70,98,128,131,10.26136529,56.24203279,08/08/2014 21:30
33,65,100,132,133,10.26136529,56.24203279,08/08/2014 21:35
34,69,105,134,129,10.26136529,56.24203279,08/08/2014 21:40
30,67,107,129,126,10.26136529,56.24203279,08/08/2014 21:45
27,69,111,132,130,10.26136529,56.24203279,08/08/2014 21:50
32,71,115,127,127,10.26136529,56.24203279,08/08/2014 21:55
35,67,118,126,125,10.26136529,56.24203279,08/08/2014 22:00
35,69,121,127,129,10.26136529,56.24203279,08/08/2014 22:05
33,72,117,122,134,10.26136529,56.24203279,08/08/2014 22:10
34,67,118,125,138,10.26136529,56.24203279,08/08/2014 22:15
34,63,115,121,143,10.26136529,56.24203279,08/08/2014 22:20
36,65,112,119,144,10.26136529,56.24203279,08/08/2014 22:25
33,60,111,115,149,10.26136529,56.24203279,08/08/2014 22:30
33,58,112,120,154,10.26136529,56.24203279,08/08/2014 22:35
30,61,115,117,155,10.26136529,56.24203279,08/08/2014 22:40
25,66,118,117,154,10.26136529,56.24203279,08/08/2014 22:45
27,63,115,115,150,10.26136529,56.24203279,08/08/2014 22:50
26,62,119,110,148,10.26136529,56.24203279,08/08/2014 22:55
24,62,119,115,153,10.26136529,56.24203279,08/08/2014 23:00
25,58,116,112,150,10.26136529,56.24203279,08/08/2014 23:05
24,56,120,109,152,10.26136529,56.24203279,08/08/2014 23:10
27,60,116,114,153,10.26136529,56.24203279,08/08/2014 23:15
29,65,112,112,149,10.26136529,56.24203279,08/08/2014 23:20
29,66,110,108,144,10.26136529,56.24203279,08/08/2014 23:25
30,69,113,110,148,10.26136529,56.24203279,08/08/2014 23:30
25,73,111,108,151,10.26136529,56.24203279,08/08/2014 23:35
26,71,108,110,146,10.26136529,56.24203279,08/08/2014 23:40
31,72,110,112,146,10.26136529,56.24203279,08/08/2014 23:45
34,73,114,107,151,10.26136529,56.24203279,08/08/2014 23:50
29,75,114,105,148,10.26136529,56.24203279,08/08/2014 23:55
25,74,115,100,151,10.26136529,56.24203279,09/08/2014 00:00
20,74,119,103,150,10.26136529,56.24203279,09/08/2014 00:05
19,70,124,106,147,10.26136529,56.24203279,09/08/2014 00:10
24,66,123,111,147,10.26136529,56.24203279,09/08/2014 00:15
26,70,119,108,145,10.26136529,56.24203279,09/08/2014 00:20
24,74,121,108,145,10.26136529,56.24203279,09/08/2014 00:25
26,72,119,107,147,10.26136529,56.24203279,09/08/2014 00:30
26,72,115,109,151,10.26136529,56.24203279,09/08/2014 00:35
26,67,119,105,152,10.26136529,56.24203279,09/08/2014 00:40
25,67,118,101,147,10.26136529,56.24203279,09/08/2014 00:45
30,63,122,96,150,10.26136529,56.24203279,09/08/2014 00:50
33,66,119,98,149,10.26136529,56.24203279,09/08/2014 00:55
29,65,118,98,148,10.26136529,56.24203279,09/08/2014 01:00
33,64,114,98,144,10.26136529,56.24203279,09/08/2014 01:05
37,68,111,103,143,10.26136529,56.24203279,09/08/2014 01:10
41,72,110,106,139,10.26136529,56.24203279,09/08/2014 01:15
37,77,107,104,141,10.26136529,56.24203279,09/08/2014 01:20
40,82,103,102,139,10.26136529,56.24203279,09/08/2014 01:25
35,86,105,102,142,10.26136529,56.24203279,09/08/2014 01:30
38,86,110,97,147,10.26136529,56.24203279,09/08/2014 01:35
33,84,108,99,151,10.26136529,56.24203279,09/08/2014 01:40
31,86,113,101,152,10.26136529,56.24203279,09/08/2014 01:45
35,91,110,100,156,10.26136529,56.24203279,09/08/2014 01:50
30,96,109,99,153,10.26136529,56.24203279,09/08/2014 01:55
26,92,109,103,150,10.26136529,56.24203279,09/08/2014 02:00
23,96,113,108,146,10.26136529,56.24203279,09/08/2014 02:05
28,100,118,107,143,10.26136529,56.24203279,09/08/2014 02:10
23,97,122,107,139,10.26136529,56.24203279,09/08/2014 02:15
26,95,123,106,141,10.26136529,56.24203279,09/08/2014 02:20
31,91,118,107,141,10.26136529,56.24203279,09/08/2014 02:25
27,89,113,103,146,10.26136529,56.24203279,09/08/2014 02:30
27,93,115,105,147,10.26136529,56.24203279,09/08/2014 02:35
30,96,113,109,147,10.26136529,56.24203279,09/08/2014 02:40
35,98,111,108,151,10.26136529,56.24203279,09/08/2014 02:45
34,103,111,108,155,10.26136529,56.24203279,09/08/2014 02:50
39,104,107,109,159,10.26136529,56.24203279,09/08/2014 02:55
42,102,108,114,159,10.26136529,56.24203279,09/08/2014 03:00
39,98,103,112,163,10.26136529,56.24203279,09/08/2014 03:05
34,93,104,115,159,10.26136529,56.24203279,09/08/2014 03:10
39,97,99,117,157,10.26136529,56.24203279,09/08/2014 03:15
40,100,98,113,153,10.26136529,56.24203279,09/08/2014 03:20
44,105,102,110,156,10.26136529,56.24203279,09/08/2014 03:25
47,101,97,115,157,10.26136529,56.24203279,09/08/2014 03:30
52,98,97,112,156,10.26136529,56.24203279,09/08/2014 03:35
55,95,96,115,154,10.26136529,56.24203279,09/08/2014 03:40
53,98,100,119,158,10.26136529,56.24203279,09/08/2014 03:45
57,95,102,115,160,10.26136529,56.24203279,09/08/2014 03:50
59,100,102,113,156,10.26136529,56.24203279,09/08/2014 03:55
57,101,107,108,152,10.26136529,56.24203279,09/08/2014 04:00
59,104,111,111,151,10.26136529,56.24203279,09/08/2014 04:05
54,107,112,107,146,10.26136529,56.24203279,09/08/2014 04:10
54,108,113,104,149,10.26136529,56.24203279,09/08/2014 04:15
50,105,112,100,149,10.26136529,56.24203279,09/08/2014 04:20
45,104,113,101,144,10.26136529,56.24203279,09/08/2014 04:25
41,104,111,106,140,10.26136529,56.24203279,09/08/2014 04:30
44,101,108,103,138,10.26136529,56.24203279,09/08/2014 04:35
48,101,108,102,143,10.26136529,56.24203279,09/08/2014 04:40
50,106,109,106,141,10.26136529,56.24203279,09/08/2014 04:45
46,102,108,107,140,10.26136529,56.24203279,09/08/2014 04:50
49,98,112,106,135,10.26136529,56.24203279,09/08/2014 04:55
50,96,112,103,136,10.26136529,56.24203279,09/08/2014 05:00
45,95,117,106,136,10.26136529,56.24203279,09/08/2014 05:05
43,92,119,103,132,10.26136529,56.24203279,09/08/2014 05:10
48,90,124,105,129,10.26136529,56.24203279,09/08/2014 05:15
45,90,124,103,124,10.26136529,56.24203279,09/08/2014 05:20
48,89,124,99,127,10.26136529,56.24203279,09/08/2014 05:25
45,86,124,99,127,10.26136529,56.24203279,09/08/2014 05:30
41,84,127,96,131,10.26136529,56.24203279,09/08/2014 05:35
39,88,131,96,136,10.26136529,56.24203279,09/08/2014 05:40
34,90,133,97,135,10.26136529,56.24203279,09/08/2014 05:45
31,94,132,92,140,10.26136529,56.24203279,09/08/2014 05:50
30,99,135,89,143,10.26136529,56.24203279,09/08/2014 05:55
33,98,134,86,144,10.26136529,56.24203279,09/08/2014 06:00
29,100,130,84,142,10.26136529,56.24203279,09/08/2014 06:05
29,104,127,86,141,10.26136529,56.24203279,09/08/2014 06:10
29,102,125,87,136,10.26136529,56.24203279,09/08/2014 06:15
27,101,129,84,139,10.26136529,56.24203279,09/08/2014 06:20
27,98,128,87,140,10.26136529,56.24203279,09/08/2014 06:25
22,93,132,88,143,10.26136529,56.24203279,09/08/2014 06:30
25,98,134,91,142,10.26136529,56.24203279,09/08/2014 06:35
30,97,136,87,140,10.26136529,56.24203279,09/08/2014 06:40
26,97,141,92,136,10.26136529,56.24203279,09/08/2014 06:45
22,99,142,92,133,10.26136529,56.24203279,09/08/2014 06:50
26,99,139,96,131,10.26136529,56.24203279,09/08/2014 06:55
31,100,144,98,133,10.26136529,56.24203279,09/08/2014 07:00
26,100,146,95,136,10.26136529,56.24203279,09/08/2014 07:05
31,101,144,97,133,10.26136529,56.24203279,09/08/2014 07:10
29,102,143,93,129,10.26136529,56.24203279,09/08/2014 07:15
25,104,148,95,126,10.26136529,56.24203279,09/08/2014 07:20
28,100,145,97,128,10.26136529,56.24203279,09/08/2014 07:25
30,101,141,94,124,10.26136529,56.24203279,09/08/2014 07:30
34,98,136,91,124,10.26136529,56.24203279,09/08/2014 07:35
29,99,133,90,121,10.26136529,56.24203279,09/08/2014 07:40
31,104,136,94,117,10.26136529,56.24203279,09/08/2014 07:45
31,101,133,91,121,10.26136529,56.24203279,09/08/2014 07:50
35,100,131,93,121,10.26136529,56.24203279,09/08/2014 07:55
33,99,129,98,117,10.26136529,56.24203279,09/08/2014 08:00
28,99,127,100,121,10.26136529,56.24203279,09/08/2014 08:05
29,96,132,102,125,10.26136529,56.24203279,09/08/2014 08:10
30,92,128,107,128,10.26136529,56.24203279,09/08/2014 08:15
33,96,131,109,128,10.26136529,56.24203279,09/08/2014 08:20
36,96,127,113,126,10.26136529,56.24203279,09/08/2014 08:25
32,92,127,111,129,10.26136529,56.24203279,09/08/2014 08:30
34,87,127,109,127,10.26136529,56.24203279,09/08/2014 08:35
33,83,126,107,122,10.26136529,56.24203279,09/08/2014 08:40
36,85,125,111,121,10.26136529,56.24203279,09/08/2014 08:45
33,80,121,116,117,10.26136529,56.24203279,09/08/2014 08:50
28,76,119,119,122,10.26136529,56.24203279,09/08/2014 08:55
32,80,121,114,117,10.26136529,56.24203279,09/08/2014 09:00
36,77,125,115,113,10.26136529,56.24203279,09/08/2014 09:05
41,72,127,120,112,10.26136529,56.24203279,09/08/2014 09:10
45,75,125,123,117,10.26136529,56.24203279,09/08/2014 09:15
42,74,123,124,121,10.26136529,56.24203279,09/08/2014 09:20
42,71,119,124,116,10.26136529,56.24203279,09/08/2014 09:25
39,74,116,119,113,10.26136529,56.24203279,09/08/2014 09:30
42,75,114,118,113,10.26136529,56.24203279,09/08/2014 09:35
47,71,110,120,110,10.26136529,56.24203279,09/08/2014 09:40
44,73,108,125,108,10.26136529,56.24203279,09/08/2014 09:45
42,68,104,125,109,10.26136529,56.24203279,09/08/2014 09:50
43,66,99,130,114,10.26136529,56.24203279,09/08/2014 09:55
44,70,95,132,119,10.26136529,56.24203279,09/08/2014 10:00
42,68,92,135,121,10.26136529,56.24203279,09/08/2014 10:05
45,63,96,130,118,10.26136529,56.24203279,09/08/2014 10:10
42,67,93,134,120,10.26136529,56.24203279,09/08/2014 10:15
45,71,91,135,119,10.26136529,56.24203279,09/08/2014 10:20
48,68,94,130,120,10.26136529,56.24203279,09/08/2014 10:25
53,67,94,126,119,10.26136529,56.24203279,09/08/2014 10:30
52,62,90,123,120,10.26136529,56.24203279,09/08/2014 10:35
50,57,95,128,122,10.26136529,56.24203279,09/08/2014 10:40
50,57,90,132,124,10.26136529,56.24203279,09/08/2014 10:45
48,62,86,137,128,10.26136529,56.24203279,09/08/2014 10:50
52,65,82,142,133,10.26136529,56.24203279,09/08/2014 10:55
50,70,84,145,136,10.26136529,56.24203279,09/08/2014 11:00
45,65,84,143,137,10.26136529,56.24203279,09/08/2014 11:05
42,63,89,147,138,10.26136529,56.24203279,09/08/2014 11:10
44,58,91,149,137,10.26136529,56.24203279,09/08/2014 11:15
40,60,91,151,141,10.26136529,56.24203279,09/08/2014 11:20
37,59,87,148,145,10.26136529,56.24203279,09/08/2014 11:25
40,58,91,150,142,10.26136529,56.24203279,09/08/2014 11:30
41,61,93,152,137,10.26136529,56.24203279,09/08/2014 11:35
41,66,91,148,142,10.26136529,56.24203279,09/08/2014 11:40
40,61,92,147,146,10.26136529,56.24203279,09/08/2014 11:45
36,64,95,144,147,10.26136529,56.24203279,09/08/2014 11:50
37,59,100,147,145,10.26136529,56.24203279,09/08/2014 11:55
41,58,104,146,144,10.26136529,56.24203279,09/08/2014 12:00
46,53,106,150,141,10.26136529,56.24203279,09/08/2014 12:05
49,53,111,154,139,10.26136529,56.24203279,09/08/2014 12:10
47,55,110,158,142,10.26136529,56.24203279,09/08/2014 12:15
52,59,109,156,145,10.26136529,56.24203279,09/08/2014 12:20
48,59,106,159,144,10.26136529,56.24203279,09/08/2014 12:25
50,61,108,163,143,10.26136529,56.24203279,09/08/2014 12:30
47,66,106,160,139,10.26136529,56.24203279,09/08/2014 12:35
49,68,101,155,134,10.26136529,56.24203279,09/08/2014 12:40
50,70,100,155,138,10.26136529,56.24203279,09/08/2014 12:45
51,70,103,160,136,10.26136529,56.24203279,09/08/2014 12:50
53,68,104,161,138,10.26136529,56.24203279,09/08/2014 12:55
58,64,109,164,140,10.26136529,56.24203279,09/08/2014 13:00
54,64,109,165,137,10.26136529,56.24203279,09/08/2014 13:05
53,62,105,170,136,10.26136529,56.24203279,09/08/2014 13:10
58,62,109,171,137,10.26136529,56.24203279,09/08/2014 13:15
55,61,111,172,136,10.26136529,56.24203279,09/08/2014 13:20
56,63,109,169,132,10.26136529,56.24203279,09/08/2014 13:25
58,60,108,168,132,10.26136529,56.24203279,09/08/2014 13:30
57,55,109,168,131,10.26136529,56.24203279,09/08/2014 13:35
60,51,106,173,133,10.26136529,56.24203279,09/08/2014 13:40
63,56,111,176,135,10.26136529,56.24203279,09/08/2014 13:45
65,54,113,181,136,10.26136529,56.24203279,09/08/2014 13:50
66,59,111,181,131,10.26136529,56.24203279,09/08/2014 13:55
62,61,106,179,135,10.26136529,56.24203279,09/08/2014 14:00
67,57,111,184,137,10.26136529,56.24203279,09/08/2014 14:05
65,55,110,179,135,10.26136529,56.24203279,09/08/2014 14:10
60,50,113,178,134,10.26136529,56.24203279,09/08/2014 14:15
58,51,111,175,136,10.26136529,56.24203279,09/08/2014 14:20
59,48,116,179,134,10.26136529,56.24203279,09/08/2014 14:25
61,43,112,183,132,10.26136529,56.24203279,09/08/2014 14:30
62,47,115,180,137,10.26136529,56.24203279,09/08/2014 14:35
65,42,118,184,138,10.26136529,56.24203279,09/08/2014 14:40
60,43,118,181,142,10.26136529,56.24203279,09/08/2014 14:45
64,41,123,178,139,10.26136529,56.24203279,09/08/2014 14:50
61,36,124,181,144,10.26136529,56.24203279,09/08/2014 14:55
61,35,126,186,143,10.26136529,56.24203279,09/08/2014 15:00
56,36,126,183,139,10.26136529,56.24203279,09/08/2014 15:05
58,37,126,179,140,10.26136529,56.24203279,09/08/2014 15:10
60,34,121,181,143,10.26136529,56.24203279,09/08/2014 15:15
55,31,118,177,147,10.26136529,56.24203279,09/08/2014 15:20
53,35,115,182,142,10.26136529,56.24203279,09/08/2014 15:25
51,35,112,182,140,10.26136529,56.24203279,09/08/2014 15:30
54,37,111,179,137,10.26136529,56.24203279,09/08/2014 15:35
56,37,115,183,132,10.26136529,56.24203279,09/08/2014 15:40
61,32,113,180,129,10.26136529,56.24203279,09/08/2014 15:45
65,27,115,185,132,10.26136529,56.24203279,09/08/2014 15:50
61,24,120,190,134,10.26136529,56.24203279,09/08/2014 15:55
64,25,116,194,132,10.26136529,56.24203279,09/08/2014 16:00
61,24,112,197,131,10.26136529,56.24203279,09/08/2014 16:05
64,25,109,199,129,10.26136529,56.24203279,09/08/2014 16:10
69,22,110,200,127,10.26136529,56.24203279,09/08/2014 16:15
66,27,112,199,125,10.26136529,56.24203279,09/08/2014 16:20
71,25,117,194,123,10.26136529,56.24203279,09/08/2014 16:25
69,26,120,193,126,10.26136529,56.24203279,09/08/2014 16:30
67,25,116,190,129,10.26136529,56.24203279,09/08/2014 16:35
71,27,119,189,128,10.26136529,56.24203279,09/08/2014 16:40
74,26,117,193,123,10.26136529,56.24203279,09/08/2014 16:45
77,24,115,198,124,10.26136529,56.24203279,09/08/2014 16:50
82,25,114,201,124,10.26136529,56.24203279,09/08/2014 16:55
79,21,109,198,119,10.26136529,56.24203279,09/08/2014 17:00
79,25,114,193,121,10.26136529,56.24203279,09/08/2014 17:05
82,27,110,192,121,10.26136529,56.24203279,09/08/2014 17:10
86,32,107,190,125,10.26136529,56.24203279,09/08/2014 17:15
86,35,102,185,124,10.26136529,56.24203279,09/08/2014 17:20
86,31,104,185,123,10.26136529,56.24203279,09/08/2014 17:25
86,35,109,188,121,10.26136529,56.24203279,09/08/2014 17:30
89,37,112,191,121,10.26136529,56.24203279,09/08/2014 17:35
86,38,114,195,126,10.26136529,56.24203279,09/08/2014 17:40
90,38,115,199,123,10.26136529,56.24203279,09/08/2014 17:45
90,42,120,204,125,10.26136529,56.24203279,09/08/2014 17:50
86,47,121,203,123,10.26136529,56.24203279,09/08/2014 17:55
89,48,116,198,121,10.26136529,56.24203279,09/08/2014 18:00
91,52,118,199,118,10.26136529,56.24203279,09/08/2014 18:05
87,48,123,201,117,10.26136529,56.24203279,09/08/2014 18:10
88,48,125,203,120,10.26136529,56.24203279,09/08/2014 18:15
93,44,121,204,123,10.26136529,56.24203279,09/08/2014 18:20
88,49,125,206,121,10.26136529,56.24203279,09/08/2014 18:25
91,52,121,208,122,10.26136529,56.24203279,09/08/2014 18:30
91,49,126,210,123,10.26136529,56.24203279,09/08/2014 18:35
88,45,129,213,127,10.26136529,56.24203279,09/08/2014 18:40
88,49,132,207,127,10.26136529,56.24203279,09/08/2014 18:45
90,48,128,205,129,10.26136529,56.24203279,09/08/2014 18:50
88,51,130,205,128,10.26136529,56.24203279,09/08/2014 18:55
89,56,130,203,132,10.26136529,56.24203279,09/08/2014 19:00
91,55,134,201,137,10.26136529,56.24203279,09/08/2014 19:05
92,56,133,200,136,10.26136529,56.24203279,09/08/2014 19:10
91,51,130,204,137,10.26136529,56.24203279,09/08/2014 19:15
87,50,128,207,142,10.26136529,56.24203279,09/08/2014 19:20
84,46,130,207,138,10.26136529,56.24203279,09/08/2014 19:25
88,43,135,210,133,10.26136529,56.24203279,09/08/2014 19:30
91,44,133,209,128,10.26136529,56.24203279,09/08/2014 19:35
96,43,133,214,129,10.26136529,56.24203279,09/08/2014 19:40
94,48,137,210,130,10.26136529,56.24203279,09/08/2014 19:45
95,45,142,212,135,10.26136529,56.24203279,09/08/2014 19:50
93,48,146,206,137,10.26136529,56.24203279,09/08/2014 19:55
97,45,150,209,137,10.26136529,56.24203279,09/08/2014 20:00
100,48,151,206,132,10.26136529,56.24203279,09/08/2014 20:05
103,48,148,207,133,10.26136529,56.24203279,09/08/2014 20:10
103,53,146,204,134,10.26136529,56.24203279,09/08/2014 20:15
106,52,143,201,132,10.26136529,56.24203279,09/08/2014 20:20
109,53,139,206,132,10.26136529,56.24203279,09/08/2014 20:25
104,50,134,211,133,10.26136529,56.24203279,09/08/2014 20:30
102,52,138,208,130,10.26136529,56.24203279,09/08/2014 20:35
101,51,136,203,130,10.26136529,56.24203279,09/08/2014 20:40
106,48,133,201,132,10.26136529,56.24203279,09/08/2014 20:45
102,46,138,199,127,10.26136529,56.24203279,09/08/2014 20:50
97,49,136,196,125,10.26136529,56.24203279,09/08/2014 20:55
99,47,137,191,126,10.26136529,56.24203279,09/08/2014 21:00
94,52,141,196,131,10.26136529,56.24203279,09/08/2014 21:05
89,56,139,192,136,10.26136529,56.24203279,09/08/2014 21:10
94,56,143,194,131,10.26136529,56.24203279,09/08/2014 21:15
94,52,144,192,126,10.26136529,56.24203279,09/08/2014 21:20
97,53,141,194,121,10.26136529,56.24203279,09/08/2014 21:25
93,53,137,198,121,10.26136529,56.24203279,09/08/2014 21:30
91,57,139,200,124,10.26136529,56.24203279,09/08/2014 21:35
88,52,142,197,127,10.26136529,56.24203279,09/08/2014 21:40
90,52,145,199,123,10.26136529,56.24203279,09/08/2014 21:45
89,56,145,195,121,10.26136529,56.24203279,09/08/2014 21:50
84,58,142,199,120,10.26136529,56.24203279,09/08/2014 21:55
84,61,140,204,116,10.26136529,56.24203279,09/08/2014 22:00
89,61,138,204,115,10.26136529,56.24203279,09/08/2014 22:05
91,57,138,209,119,10.26136529,56.24203279,09/08/2014 22:10
95,57,141,214,118,10.26136529,56.24203279,09/08/2014 22:15
99,62,139,206,123,10.26136529,56.24203279,09/08/2014 22:20
98,58,136,208,122,10.26136529,56.24203279,09/08/2014 22:25
95,60,133,213,121,10.26136529,56.24203279,09/08/2014 22:30
96,59,138,207,126,10.26136529,56.24203279,09/08/2014 22:35
95,63,143,202,123,10.26136529,56.24203279,09/08/2014 22:40
97,68,140,198,128,10.26136529,56.24203279,09/08/2014 22:45
101,70,140,193,125,10.26136529,56.24203279,09/08/2014 22:50
100,71,142,193,130,10.26136529,56.24203279,09/08/2014 22:55
99,73,147,191,134,10.26136529,56.24203279,09/08/2014 23:00
